Store,Dept,IsHoliday,Size,Type,Weekly_Sales,Date
31,61,True,10234,C,20318.08440525636,2013-10-03
6,41,True,72001,A,41406.765132513756,2014-04-07
26,57,True,126327,B,24606.53883858953,2022-06-03
6,10,False,93307,B,30468.827929796113,2023-11-17
17,7,False,40098,A,13820.469767169217,2021-03-10
8,10,True,82835,B,46226.50469606968,2021-08-17
7,89,False,165693,C,42701.88935131819,2020-01-05
42,84,True,11310,A,3324.0611680275288,2010-10-24
11,12,True,103071,A,36283.89343810833,2013-08-27
5,53,False,103264,B,12268.340089334737,2011-09-20
23,4,True,145754,A,12084.284843689438,2022-04-21
14,2,False,68736,C,49943.26507274076,2013-06-26
42,28,False,94089,B,33442.96159569718,2015-05-03
41,82,True,55311,B,12883.34367027826,2014-06-14
5,65,False,62818,B,12801.857062306317,2017-09-22
2,94,False,154344,C,45080.763404128746,2013-09-15
30,70,True,78041,C,8933.762022249402,2023-08-01
3,53,False,134251,B,17631.368892182647,2010-01-28
22,6,False,111304,A,17108.28625888034,2019-10-27
32,3,True,72769,C,12410.703010633213,2011-03-10
27,78,False,199261,A,40197.519547661606,2012-06-21
44,14,False,75810,C,48072.50056629048,2021-02-10
22,63,True,33694,A,12949.002501156732,2012-07-29
19,16,False,148149,B,37335.840107112985,2016-03-11
27,52,True,46443,C,33061.76172730672,2014-08-05
39,20,False,18364,C,9938.572362550965,2018-05-20
1,35,False,191639,C,49040.00759562174,2010-02-13
14,71,True,36983,B,39893.48618663238,2014-11-22
1,33,False,159084,B,10824.4183273989,2010-02-25
20,74,True,94714,B,48457.57375809555,2021-08-16
32,4,False,76303,B,43572.63630813856,2013-01-08
21,96,False,79299,C,16646.449518803503,2022-09-16
11,22,True,104269,C,29617.598571464085,2021-12-26
14,84,True,28389,C,49696.148777451665,2014-05-16
35,51,False,129008,C,4705.575700813469,2016-04-22
42,71,False,131475,B,27970.59520376461,2012-03-13
36,83,False,155327,C,1808.0827199575588,2020-07-27
43,30,True,108509,B,39096.514693805504,2015-02-03
1,42,False,108788,A,4616.6091182708205,2013-07-03
37,62,False,61833,A,6849.882443123177,2011-03-26
23,22,False,134418,A,2697.1978311529047,2023-03-23
22,31,False,32057,A,33933.86140578998,2015-04-16
14,58,True,133976,B,7317.02296162696,2013-06-27
45,51,False,180138,C,49927.63435245262,2012-05-09
1,23,True,144245,C,33184.318721775766,2020-08-29
39,23,True,58252,B,38401.45241567764,2011-12-18
27,35,True,49364,B,15075.14647850536,2019-12-01
22,12,True,155211,A,39769.86896451635,2012-10-24
3,13,True,93970,B,12302.928073756158,2021-03-29
10,44,False,18065,A,26993.57814767897,2015-01-01
12,35,True,166371,B,39213.8281821956,2013-06-30
19,31,False,29528,C,2465.5280687752474,2015-08-24
28,84,True,101891,C,23068.981865831603,2019-08-06
19,90,True,38116,C,40487.90873404711,2020-08-10
10,2,True,126040,B,41817.17201295195,2013-03-19
21,44,False,28735,C,1071.0720722147275,2015-08-30
7,58,False,126560,B,12469.079434638064,2011-05-02
19,39,False,77779,A,19510.96116471631,2010-07-27
14,57,True,128770,B,41253.5736179886,2017-05-16
3,67,True,41667,C,43121.964621226114,2018-02-16
27,98,True,123205,B,8418.894049199047,2014-01-05
27,5,True,38186,C,9037.31841409758,2022-12-05
30,42,False,77735,B,13864.588794592017,2017-02-01
23,67,False,14529,A,1301.1616618857856,2013-03-24
11,67,True,56418,A,39712.176490408136,2017-11-27
15,82,False,137819,C,24310.201329202726,2023-04-23
17,45,False,66035,B,6418.917200173492,2017-01-05
13,39,False,78311,C,12377.528358189562,2018-12-17
16,90,True,155571,A,14462.156825438455,2017-04-28
35,34,True,67125,A,48217.33455688318,2016-12-16
22,71,False,197418,C,15738.088998365864,2023-08-02
45,79,True,125595,C,34118.100826016314,2013-12-24
7,94,False,149666,A,4978.213657182114,2023-01-08
18,81,True,22135,A,2540.235487071939,2016-05-03
24,4,False,10835,B,34445.80845604809,2014-08-08
30,80,True,84919,B,46707.66464342537,2016-11-24
4,53,True,173141,B,8284.241700131544,2022-12-28
36,8,False,48778,C,16958.624536453375,2010-04-08
9,18,True,13855,A,25307.747234486767,2021-07-09
24,1,True,137532,A,30913.38495272338,2012-03-24
12,79,True,145402,C,36421.57046486816,2013-11-01
4,60,False,160876,A,14382.399060342996,2014-03-16
42,11,True,72358,C,13117.331171985361,2013-05-25
15,6,False,120603,B,16019.036580819744,2018-10-31
45,65,True,195236,C,37027.95861983439,2015-04-17
18,2,True,186707,C,7447.436869965135,2015-12-30
23,7,True,52201,A,20983.80238668232,2017-10-04
45,99,True,110675,A,40690.35189039228,2023-01-10
18,20,True,118887,B,29281.60855539694,2011-01-31
10,75,True,157643,B,48003.51121971716,2021-08-16
20,78,False,121400,B,45983.63279595628,2010-01-13
9,65,False,102123,A,13942.427337904677,2021-03-23
14,74,False,165192,B,10774.546424644033,2012-01-28
6,75,False,65456,B,17301.329836420486,2023-09-21
35,85,True,99129,A,10981.425628974624,2019-03-04
1,18,False,65591,C,15324.26104509918,2023-01-27
3,29,True,152822,C,43890.61485019514,2010-07-16
18,59,False,91045,C,33283.763123521334,2021-09-12
29,81,False,133656,C,19270.23265656018,2011-12-12
20,10,True,141243,A,8028.423172968692,2017-10-27
3,49,False,78074,A,47890.083753914274,2018-01-31
2,70,True,16254,B,17845.865103991728,2019-05-12
41,73,True,19479,B,22258.942578052203,2016-11-23
33,90,False,134032,B,31266.788686174492,2020-05-16
26,27,True,70227,C,24444.266765940683,2023-09-25
30,30,False,43172,C,15953.311620912347,2015-05-13
39,81,True,192205,B,47101.03021154472,2023-07-07
6,90,False,76991,A,27841.581189242344,2015-07-20
22,17,True,11760,B,42725.61105288155,2021-06-20
18,54,False,92748,B,47380.886243739085,2013-08-12
25,12,False,55918,C,7501.382927217026,2012-04-25
22,73,True,168712,C,37067.2229203929,2012-11-16
6,24,False,39525,B,27779.95150199797,2011-02-03
27,80,True,124427,C,17215.44055588379,2012-02-10
31,40,True,117890,B,24568.565137160836,2018-07-04
7,21,True,104812,C,18275.73890598791,2023-05-12
40,54,True,42232,C,32171.650810656734,2012-04-21
41,10,False,34648,A,33304.73674236535,2012-04-07
34,81,True,132459,B,26731.294464644063,2023-06-29
42,40,True,49563,B,4875.126212232328,2022-06-25
28,60,True,57003,B,37507.539425892726,2015-12-28
26,16,True,131660,A,41796.8596659792,2020-10-07
37,74,False,15288,A,38502.399960270304,2019-11-15
34,13,False,57236,A,25398.768233380535,2022-07-28
32,76,False,45076,C,16532.199718374064,2010-03-06
26,21,False,27180,A,49050.73565348136,2022-03-09
45,46,False,186408,B,43653.13142977429,2013-07-22
40,54,True,104188,C,37384.0028509258,2016-06-03
13,76,True,190056,C,8248.983039029887,2015-10-04
20,75,True,55169,A,7651.468066517665,2019-06-26
18,63,False,10482,A,28656.265021973093,2019-07-23
29,29,True,95029,C,9809.322576704806,2010-11-10
17,85,False,46549,B,29367.70041238836,2010-01-26
20,21,True,183760,A,18486.865940949083,2016-04-19
8,13,True,59606,B,16141.34122332499,2016-03-11
4,59,False,61824,B,14084.085710950749,2020-05-11
6,34,False,149703,C,48879.165397607125,2016-06-20
18,67,False,104243,C,45976.245250531654,2014-05-08
27,82,True,149782,A,1894.6460766010719,2010-05-14
19,22,False,146828,B,28777.8361172953,2012-01-13
24,85,True,93222,B,19889.569013677334,2011-09-19
15,87,False,168467,A,40987.78951093633,2019-08-11
27,61,False,189096,A,17019.744854768276,2016-04-09
35,61,False,44091,B,40092.94151862583,2018-10-15
17,61,False,117478,A,22775.91700259796,2014-08-21
7,46,False,99493,C,20008.203205751302,2013-12-21
6,32,True,171714,C,49906.79007230258,2020-01-17
36,54,False,119829,B,13954.27682970224,2019-11-12
21,10,True,96063,B,28753.07315159547,2015-06-07
45,16,False,97060,B,42351.097127552304,2022-07-22
9,77,True,105684,C,34688.73758823075,2014-04-02
8,16,True,179685,B,34254.02170056114,2022-01-15
11,90,False,101903,B,15895.674289475071,2012-08-17
9,79,True,57389,A,6981.666230073619,2017-12-12
4,36,False,149021,B,28783.74354389074,2021-11-11
35,24,False,40484,B,23777.36711576203,2014-02-11
18,12,True,38250,A,27607.566208287866,2017-11-23
27,80,True,198887,B,20376.971350155807,2018-09-15
43,17,False,111253,B,44339.45894411029,2017-02-09
3,43,False,179916,A,32526.860117419077,2020-04-18
16,45,False,129363,B,25604.6252694582,2014-09-02
41,99,False,138808,C,41030.07236229574,2014-01-03
38,61,False,56533,B,28565.357461094143,2021-12-19
29,90,False,126686,A,2504.802249964386,2021-10-04
9,35,True,173135,B,9018.556931460287,2014-08-26
7,49,True,23050,B,7898.89038209587,2017-05-14
23,38,False,139120,B,16200.22874510424,2014-04-16
11,53,True,74776,A,46988.62774512512,2011-12-09
1,88,False,25041,C,4978.0703530360515,2023-04-01
22,70,True,174856,B,18565.736173081696,2010-06-15
20,49,False,69360,A,6887.250504564649,2014-10-05
31,74,False,192948,C,24503.675489041798,2015-07-25
15,87,True,72259,A,32208.936204724036,2017-10-22
36,98,True,95477,C,12895.51031529714,2021-01-22
26,89,True,196192,B,11685.200213765005,2021-05-31
30,84,False,87784,B,48394.06083284236,2016-12-09
26,5,False,48293,C,6662.722689175085,2019-10-17
27,40,True,181725,C,13461.21581111879,2021-06-25
11,52,False,28676,B,39908.46626601411,2010-12-21
6,2,True,190484,B,47022.57788543,2023-11-12
38,47,True,77031,C,10070.795825803896,2017-11-16
36,98,True,122844,C,5569.164428708862,2020-01-14
45,23,True,122385,B,7970.815004217165,2020-12-15
21,91,False,21031,C,16329.461523130374,2018-07-14
17,53,True,146542,A,24238.05741870843,2016-07-20
13,85,False,130484,A,12441.23320072472,2012-09-29
19,81,False,29227,B,9152.970848724031,2015-04-16
44,9,False,135137,A,6939.119428541378,2023-11-15
30,43,False,178808,C,26385.82275442435,2012-05-21
5,44,False,175866,A,5043.49990730842,2020-06-17
37,73,True,86391,C,14981.831631740566,2023-01-01
10,58,False,19513,A,39317.53687991356,2012-04-05
44,47,True,143320,B,15828.245558275745,2018-02-10
25,33,True,30475,B,33033.0996836364,2012-06-09
30,55,False,191173,B,24018.15198275984,2016-05-26
12,83,True,37158,C,21537.319771772727,2020-06-02
38,5,False,24828,A,25014.205999490823,2019-08-16
1,45,False,177837,A,20085.061499324704,2020-07-31
32,28,False,123467,A,2178.00921097547,2015-07-26
26,3,True,186505,C,47322.452317205185,2019-12-08
2,15,False,15446,C,12210.97981383733,2019-11-21
14,73,True,23140,A,20414.99309679194,2010-05-27
19,7,True,110084,B,48675.735222823416,2012-12-22
1,69,True,158056,B,4306.651012604019,2022-07-13
38,67,False,29223,C,35652.039611579945,2021-03-25
19,28,True,114110,A,31466.980962170943,2011-11-13
22,33,False,70297,B,31503.272715821302,2019-03-07
12,47,True,13837,C,25065.188435535616,2021-11-19
30,84,True,122572,A,28216.466151765333,2018-03-24
29,24,True,54327,A,18853.682141308844,2016-01-06
1,8,True,91687,C,33095.02233191725,2022-07-01
11,9,False,172764,A,26130.251528690354,2011-03-06
4,17,True,170795,C,3437.1305821499855,2023-11-23
39,10,True,13999,B,18225.354510750978,2014-03-17
27,24,False,31464,A,27085.824526361328,2015-09-27
27,70,False,86058,A,17761.10809558187,2011-08-04
19,91,False,140963,C,33143.61724454172,2021-01-06
14,90,True,101070,B,36457.73359765948,2015-08-27
8,40,True,103730,B,40621.193760774244,2015-03-21
18,34,True,25601,B,40037.58868023356,2021-12-15
6,5,False,69846,C,15021.413411535073,2013-04-05
7,11,False,196734,A,42996.6976668069,2011-07-29
35,28,False,166079,A,31367.64321113657,2012-10-06
18,43,True,62546,A,29700.24523444856,2012-05-10
3,24,False,108930,B,9864.199601321341,2018-07-22
3,13,True,159906,A,42345.8348419768,2023-02-01
29,81,False,138581,C,3304.811351625382,2020-10-27
11,30,True,108561,B,2143.9590215954768,2020-10-07
28,68,False,120632,A,31697.08938613964,2021-06-28
11,26,True,189456,A,29479.52795434896,2017-09-14
2,17,False,174360,A,33136.18086388478,2011-06-28
17,54,False,131145,A,43263.11653412037,2013-05-26
3,80,False,176246,A,35690.78234898057,2013-04-12
17,41,False,157960,A,6066.434717356914,2016-04-13
25,38,False,167047,C,26737.190083332236,2013-10-01
18,81,True,125106,A,17011.758196037048,2022-11-20
37,27,False,176135,C,1515.3752938762946,2018-10-07
18,40,True,75759,B,45337.155199925925,2010-08-01
20,57,True,189374,A,34396.42602712181,2013-08-21
4,30,False,118585,C,44291.483986193794,2014-05-27
26,35,True,85163,C,30137.240266545607,2023-01-28
30,1,False,142633,B,39506.18559590386,2016-06-30
13,20,True,25851,A,24961.074406525186,2011-12-05
15,64,False,85026,A,36935.38644405574,2022-09-29
16,76,False,120003,A,25636.897583394886,2014-05-15
23,39,False,197208,C,35396.566052782866,2020-02-28
5,11,True,196195,C,6737.920526476868,2011-12-12
44,21,True,62250,A,38040.15427211277,2013-12-16
24,39,False,10199,A,4271.783930545287,2010-05-16
14,4,False,40419,C,6509.737836406878,2018-12-01
42,88,False,146159,A,44856.392357414676,2021-05-27
43,5,True,94856,C,24343.102560534295,2011-05-14
22,55,False,91651,A,5397.106730535117,2023-07-25
27,48,True,63713,B,39071.77706547164,2020-05-01
21,84,False,57693,C,22353.555123546917,2018-09-07
19,17,False,31263,A,23083.602858737842,2023-04-17
10,8,True,126643,A,37803.046304815434,2019-02-07
28,2,False,89911,A,22712.748016092493,2023-10-01
7,45,True,62668,B,45225.07797690414,2018-09-18
10,20,True,161970,A,8106.189365543816,2012-11-02
3,8,True,11934,B,4868.472911588184,2012-10-29
41,35,True,105613,C,2638.2191418995144,2021-02-12
5,61,True,32358,B,28029.230217366407,2018-06-20
35,88,False,81290,B,43344.20763852988,2023-07-08
36,64,False,102435,C,20989.24721315586,2023-12-30
30,78,True,41383,C,19869.786639988954,2014-02-22
8,16,False,94038,B,19140.320632832114,2017-09-01
21,13,False,108153,C,38802.19376162776,2015-03-20
1,22,False,130317,A,25518.89387546683,2011-08-10
32,80,False,70155,C,37814.72563524201,2018-07-29
12,21,True,66428,B,24247.10753170281,2010-11-22
21,24,True,67784,C,11569.675320237866,2021-11-22
44,16,True,83564,C,6749.92000260772,2018-12-28
24,89,True,71825,C,1893.8275647259302,2020-04-17
45,3,False,183850,B,7612.067223741883,2010-06-29
7,69,False,19580,A,9239.266214051448,2015-01-05
17,26,True,185196,B,31619.133471295405,2019-12-15
40,65,False,171290,C,40008.24302946179,2011-07-23
40,78,False,11053,B,35495.04897141759,2015-01-28
16,61,True,29079,B,45977.430119934535,2019-10-01
18,2,True,54228,B,31934.024035126622,2010-06-20
20,5,True,58244,B,37290.796414148834,2020-02-03
9,50,True,85486,C,41266.92824760307,2020-11-21
23,92,False,156759,B,17688.954528838432,2010-11-26
23,13,True,102166,B,25180.06975469872,2018-09-22
15,76,True,59256,B,13669.955286294507,2013-12-16
32,80,False,165685,A,39297.86137127016,2018-04-26
36,57,True,161562,A,30195.11041264048,2010-03-26
42,62,True,129479,B,23944.913428502037,2018-11-04
25,1,True,20230,B,16216.542846175147,2012-10-30
33,8,True,119048,C,11912.358025796924,2016-01-31
21,23,False,17014,C,11873.343525094728,2019-03-17
5,40,True,153686,A,26813.571310266416,2018-06-22
45,22,False,121175,C,47891.37290924937,2011-01-20
44,6,False,57398,A,16837.39979150927,2023-05-17
29,14,True,155498,A,27496.361099372607,2012-05-02
2,15,True,68091,B,8708.571412772799,2016-06-27
45,83,True,84182,A,33839.8678608274,2019-10-13
24,12,True,63115,C,47463.74468808258,2012-10-13
1,12,True,114703,A,39048.26813893355,2021-11-15
4,82,True,93771,B,27210.982513188206,2012-09-18
23,14,True,95001,B,47118.85388976121,2012-02-04
28,20,True,97337,B,23401.54578491911,2012-11-07
35,12,False,38482,B,14478.275206014172,2023-07-09
17,61,True,154745,C,33732.876979446584,2016-10-17
23,36,True,147583,C,41747.245129444585,2017-07-06
30,38,True,119509,A,41074.69558042652,2022-01-30
44,77,False,198562,A,13745.539133452025,2019-07-09
39,4,True,129704,C,13930.612566040727,2010-12-01
13,76,False,151921,C,7200.8222164452645,2011-06-04
7,7,False,80491,C,13591.703257746392,2015-12-22
30,57,False,104774,A,17785.98437455947,2013-11-24
44,97,True,108177,A,17478.97231212779,2011-08-15
10,86,True,198691,A,24664.69583975034,2014-12-06
14,4,True,187806,A,25180.61841034742,2010-07-14
44,14,False,54494,A,47850.41698054572,2015-08-15
6,37,True,25988,C,2157.543466026451,2019-02-17
1,34,True,193123,C,5262.43794237271,2018-10-15
30,86,False,139419,C,33632.26005625089,2012-07-09
45,94,False,38665,A,42625.453744075414,2019-02-10
32,16,True,107821,C,4309.02915397107,2023-11-15
6,6,False,23544,C,38807.633779755175,2012-09-09
43,57,False,173344,B,17873.096329841646,2010-07-04
34,90,True,39725,C,29874.565655455637,2021-12-29
30,92,True,125966,A,19711.980867226768,2012-04-22
11,96,False,171031,B,5846.581579769139,2018-03-18
8,76,True,197193,A,43852.8483390817,2023-03-05
37,95,True,169829,A,46471.29562926345,2011-11-26
33,37,False,113335,B,47162.89384841516,2023-10-30
24,64,False,58375,C,29644.483145157414,2016-07-31
42,83,True,73150,A,22108.94429340333,2014-08-20
4,73,True,147801,A,34064.18688037763,2021-01-23
22,28,True,37584,C,33477.85959079273,2017-12-13
17,11,True,198755,A,18117.502814470165,2021-06-16
34,33,False,105661,C,39338.79049631341,2016-04-03
18,23,False,195750,C,39739.2992445057,2014-04-11
5,89,True,73175,B,4288.0614667506825,2023-01-22
11,8,True,18543,C,24071.58369470948,2014-05-06
21,59,True,146112,A,9637.077568495331,2012-04-13
38,46,True,73274,C,20282.516464632357,2013-05-16
2,92,True,155419,A,1731.386770721024,2018-08-30
3,79,True,139357,C,37337.4474737763,2013-05-16
38,1,False,166897,B,28627.762780257006,2018-09-20
20,52,False,127820,B,6403.5439512085595,2023-12-23
3,60,False,170630,C,16810.011472126673,2016-06-22
2,21,True,45872,B,45731.97072560457,2011-03-06
40,66,False,104065,C,21767.64218785759,2014-05-24
2,21,True,73184,C,28526.10755305415,2010-04-11
1,74,True,159425,B,35021.786050968985,2015-02-23
29,67,True,43835,C,36465.83542429045,2012-07-15
4,98,True,150266,A,27659.671181493268,2018-03-29
21,8,True,156398,C,11675.46365821114,2018-07-25
11,14,True,142946,B,47610.328777762,2023-06-15
24,10,False,37362,B,9413.272488393632,2020-08-24
13,15,True,151448,C,22079.67918050212,2019-10-13
3,48,True,80260,B,40012.26417180674,2014-09-25
41,37,True,142932,C,37895.38968547119,2023-09-07
1,26,False,146731,B,8697.424210747233,2012-02-26
10,31,False,13838,B,25203.66668907082,2019-02-17
11,43,True,38030,C,27115.168647168364,2012-05-04
15,31,True,43249,A,1353.521999888691,2017-05-03
43,33,True,105593,B,7838.339561332069,2021-03-22
13,20,True,156268,B,44380.05611155238,2020-09-12
43,71,True,163002,A,13044.108215834023,2010-11-26
21,94,False,54745,C,13069.947993973281,2011-12-07
19,59,True,145046,B,41426.37098699187,2011-02-13
20,71,False,88822,B,1594.4008309138812,2020-02-27
42,78,False,97874,B,28493.24831537264,2012-06-17
29,75,False,125071,A,16122.036872142751,2011-06-03
7,89,False,112830,B,36379.111068513834,2016-07-07
1,67,False,194781,A,37350.31511335918,2022-05-25
16,3,False,108967,A,11684.13902743884,2016-04-18
4,42,True,45235,C,26358.98815115125,2018-09-30
39,22,True,175820,C,34196.476965106245,2022-08-08
39,58,False,73619,B,24990.775529482384,2023-11-26
16,19,False,57696,B,32589.882464564715,2016-10-20
33,36,True,107053,A,46127.19012216654,2021-07-31
40,12,False,150986,A,12899.844213752622,2022-08-13
40,18,True,86880,C,46428.605152547534,2014-07-13
4,93,False,104186,A,23977.964102543116,2019-05-17
28,41,True,191326,B,1611.1814319486566,2016-09-02
14,58,True,70996,A,30723.913515993936,2021-06-07
11,79,False,70533,B,20692.670595043714,2017-07-04
2,76,False,101044,C,38127.569632572406,2010-02-13
17,71,False,58712,A,40069.86221215045,2011-12-24
22,25,True,151181,A,20794.88644308724,2023-03-01
40,41,True,150734,C,28497.653710273575,2015-04-01
15,99,True,65415,A,39866.918539853046,2017-06-27
27,18,False,80576,A,21197.887164860855,2018-08-08
2,30,True,115152,B,16521.8570048202,2015-07-04
11,21,False,121408,B,42504.56025803903,2020-11-13
33,3,True,139955,A,32405.48852655153,2016-07-28
27,96,True,187393,B,7883.836871816894,2015-06-01
29,39,False,165179,A,49928.06300385116,2019-01-07
37,1,True,90424,C,24870.83376315492,2012-07-05
39,29,False,26417,B,8095.003799571636,2017-12-30
25,7,False,44029,B,47849.250287636816,2018-05-25
29,92,False,178733,B,11220.74950224137,2015-04-09
17,32,False,196943,A,23140.936037801803,2014-06-05
14,75,True,76683,A,24203.777579222933,2013-01-13
31,45,True,87775,C,20476.411134294416,2016-12-16
13,65,False,17459,B,38110.495275441615,2011-07-01
5,78,False,70310,B,44560.23674361176,2020-06-15
11,97,False,25011,B,45552.76327032474,2021-07-14
35,82,True,63306,A,5647.3450552343875,2012-06-22
34,46,True,44109,A,32104.872648123644,2013-03-21
40,54,False,170881,B,22846.226805588,2017-05-26
45,1,True,152461,B,23154.461773736995,2011-12-09
2,73,False,184005,B,26191.05271741748,2012-09-21
16,22,True,51275,C,43721.598233300596,2015-11-05
27,74,False,198177,C,30607.1966324276,2013-11-27
17,26,True,56423,C,41435.64156833234,2022-08-20
27,48,False,71782,C,35475.4049112957,2015-12-12
34,20,False,108947,C,36271.103121484324,2022-05-07
28,15,True,127376,B,28807.23132492776,2019-06-19
4,44,False,47693,C,16747.926441277043,2016-04-29
15,89,True,97140,C,41625.06558956232,2017-06-26
7,22,False,10847,B,23681.791741124547,2016-11-08
12,60,False,173905,C,33137.41613733669,2023-08-07
11,33,False,143925,B,34900.63949631582,2022-08-06
20,85,False,121441,C,2177.36793842074,2016-03-22
18,63,True,71917,A,26117.94172308087,2013-06-09
36,73,False,42338,A,32831.684630256714,2022-08-20
29,43,False,120584,A,22031.787635027726,2012-02-09
18,33,True,59119,B,26400.502103799343,2013-01-08
14,38,True,51208,B,29900.49773640793,2017-01-09
26,34,False,195375,B,3218.383331841263,2020-02-06
12,45,False,102369,B,27106.96916700028,2015-08-24
38,46,False,42424,C,3384.209952874061,2013-09-18
14,22,True,166194,B,16268.120315128763,2017-08-06
12,15,False,63415,B,2506.654099546621,2018-08-30
24,48,False,50845,A,29075.479336135562,2012-01-25
21,11,False,174091,A,37191.08559901347,2019-05-09
33,63,False,76338,B,22839.476983638702,2012-08-06
34,70,False,31151,C,8411.31009389816,2010-10-17
7,21,False,156576,C,14331.80183385206,2018-07-28
11,66,False,29990,A,22800.661620162788,2016-11-01
14,21,True,56668,C,25985.733301050026,2012-07-06
41,53,True,76111,C,21115.90097651499,2014-03-23
6,49,True,123375,C,47966.52856264304,2019-10-22
6,37,True,131132,A,24976.712831717792,2017-01-26
40,99,False,174700,A,24576.021204801425,2020-05-11
25,27,True,91887,B,8043.954892338511,2022-12-23
22,76,False,153093,B,13753.41666225838,2012-09-26
25,68,False,131183,C,30040.538272704063,2014-11-05
41,71,False,94724,C,49245.10624627522,2013-11-24
18,48,True,98701,B,11884.301496471364,2014-06-14
8,28,True,183979,C,45904.984276365416,2023-10-07
5,80,True,23739,B,35508.59644011325,2011-11-10
24,36,False,93048,C,1146.223338845659,2018-08-20
29,14,False,75288,A,34536.79875513567,2019-09-08
6,36,False,78693,B,32612.441444728694,2023-11-06
32,47,False,38440,C,7518.2172221094925,2016-02-17
8,93,True,93714,B,29891.102056957545,2021-03-17
27,7,False,84363,C,38752.21776993693,2021-04-18
21,21,True,154892,A,47970.98282935118,2016-12-17
16,79,False,11420,C,43860.74450466789,2017-03-22
19,15,False,108349,B,1723.7278728454817,2012-02-19
5,23,True,186544,A,12483.751057503736,2012-04-07
32,5,False,83937,B,16007.88073917788,2013-05-19
26,55,True,190533,A,10869.026062262183,2010-04-24
44,6,True,46247,C,1815.9046627632006,2010-08-15
4,99,True,110417,B,27205.067944157334,2016-06-16
42,37,True,64432,A,39889.271426116604,2012-10-28
5,42,True,97891,A,8818.259299657002,2019-08-14
17,55,False,105932,C,48674.618776062176,2016-08-24
10,6,False,29524,C,45948.52773893616,2016-01-31
1,63,True,127015,A,14730.225844281487,2012-02-03
10,16,False,186471,B,5410.251144246913,2017-12-01
43,18,False,75032,C,48082.19313751252,2014-01-16
10,20,False,122164,A,4984.1767222609105,2020-11-04
4,20,False,69009,B,1207.7006010315704,2013-01-05
12,90,True,157996,A,3340.960812539077,2018-07-18
14,13,False,75006,A,28506.35454062979,2013-11-06
10,44,False,11348,C,5137.937429064332,2018-06-18
38,37,False,47701,B,44822.03185603828,2018-05-29
18,11,True,180775,C,40309.03666704367,2022-06-08
7,65,True,62093,C,41028.95865933465,2012-10-28
27,76,False,116711,A,47567.46455060436,2016-10-12
14,18,False,170906,C,20227.62126793343,2020-01-28
13,10,False,160760,C,21766.09684318736,2022-12-26
17,90,True,153572,C,15375.695037417443,2011-06-25
36,28,True,148336,C,1364.3295151035413,2013-03-04
36,25,True,24458,C,31672.98325591417,2015-05-22
24,26,False,173759,C,17721.52308701259,2016-03-31
39,6,False,65176,B,14098.533263181487,2012-05-30
42,65,False,157162,B,3722.3657996650736,2020-10-25
32,64,True,63642,B,25541.806377976573,2011-07-18
22,16,False,89599,A,35285.83135145324,2023-02-07
2,50,False,65526,C,30153.446474348377,2011-09-17
41,39,True,89510,B,16197.0446544587,2021-06-16
3,39,True,135269,C,33340.41058670356,2016-07-06
6,32,False,64110,A,12253.903846063793,2015-07-06
32,78,True,106364,B,16041.120759533687,2017-09-04
43,75,True,135635,A,45630.78508736866,2012-07-31
22,73,False,56057,B,44866.09109875371,2022-10-22
33,24,True,48576,A,48068.29392858556,2018-09-04
32,3,True,110279,B,15030.72400654877,2014-04-26
38,3,False,165882,C,4151.6776974041295,2023-10-08
43,57,False,176923,B,40704.820964387494,2015-02-11
27,69,True,107396,C,12299.251922490033,2021-03-28
18,36,False,129668,C,37945.7560231319,2015-03-14
3,12,False,24002,B,40146.63358680054,2019-08-11
14,9,True,53674,A,49005.44864615405,2015-10-09
3,41,False,156329,B,25085.562590915757,2016-04-04
42,71,True,16929,C,31281.63753958815,2022-10-10
23,39,True,65529,B,42177.89245334527,2019-07-22
24,88,False,184838,C,5247.746658713408,2015-08-03
35,82,False,184352,B,29942.297231362,2023-11-28
2,26,False,102685,C,15012.27087725229,2023-02-14
27,85,False,186756,B,17676.473000543,2016-01-07
18,18,True,51905,C,15323.45954813154,2011-03-12
32,69,False,24103,C,22479.31545555347,2015-07-27
43,53,False,46981,B,29212.73220221717,2018-01-12
41,88,False,195456,B,5123.746816345082,2015-03-19
37,95,True,135993,A,4449.2610879221575,2010-07-31
28,24,False,68083,C,45376.78229578474,2021-01-02
30,94,True,177898,C,49149.0104545295,2023-12-01
45,28,True,124706,A,48901.69084172172,2011-07-29
32,25,False,158632,B,2230.1458278040755,2014-05-26
19,70,False,182375,B,6396.7646335781565,2014-12-18
34,46,False,125255,B,15099.45771047397,2011-04-03
8,7,False,135626,C,10409.41160851344,2020-08-09
28,74,False,45579,B,11054.836963412456,2013-10-28
6,74,True,153724,A,30874.597565567765,2015-03-05
13,61,False,13995,B,45942.76707951726,2021-08-05
15,86,True,18474,B,7008.466579152524,2015-04-12
18,60,False,102850,B,20237.04442408867,2018-08-11
30,59,False,195774,C,23415.355052561157,2011-10-08
37,66,True,20754,C,47784.03863388732,2022-12-21
3,65,True,117750,B,22177.910185571604,2011-04-14
20,5,True,179823,C,30697.1955314139,2010-08-29
28,32,True,75925,C,40452.50400298694,2012-08-31
18,76,False,38968,A,34820.00979768397,2017-12-17
15,61,False,155870,A,24771.133679102957,2010-01-26
10,78,False,41623,A,36320.63065694388,2023-06-23
